datetime,Kp,status
03-04-2023 06:00,1.333,def
03-04-2023 09:00,1.667,def
03-04-2023 12:00,2.667,def
03-04-2023 15:00,3,def
03-04-2023 18:00,3.667,def
03-04-2023 21:00,3,def
04-04-2023 00:00,3.667,def
04-04-2023 03:00,3.667,def
04-04-2023 06:00,2.333,def
04-04-2023 09:00,2.333,def
04-04-2023 12:00,2,def
04-04-2023 15:00,1.333,def
04-04-2023 18:00,2.667,def
04-04-2023 21:00,3,def
05-04-2023 00:00,3,def
05-04-2023 03:00,2,def
05-04-2023 06:00,1.667,def
05-04-2023 09:00,2,def
05-04-2023 12:00,3,def
05-04-2023 15:00,3.333,def
05-04-2023 18:00,2.667,def
05-04-2023 21:00,2,def
06-04-2023 00:00,1.333,def
06-04-2023 03:00,1.333,def
06-04-2023 06:00,1,def
06-04-2023 09:00,2.333,def
06-04-2023 12:00,2,def
06-04-2023 15:00,1,def
06-04-2023 18:00,3,def
06-04-2023 21:00,2,def
07-04-2023 00:00,3,def
07-04-2023 03:00,2.667,def
07-04-2023 06:00,1.667,def
07-04-2023 09:00,1.667,def
07-04-2023 12:00,1.667,def
07-04-2023 15:00,1,def
07-04-2023 18:00,1.333,def
07-04-2023 21:00,2,def
08-04-2023 00:00,1,def
08-04-2023 03:00,2,def
08-04-2023 06:00,1.667,def
08-04-2023 09:00,1,def
08-04-2023 12:00,0.667,def
08-04-2023 15:00,1.333,def
08-04-2023 18:00,0.333,def
08-04-2023 21:00,2,def
09-04-2023 00:00,3,def
09-04-2023 03:00,1,def
09-04-2023 06:00,0.667,def
09-04-2023 09:00,1,def
09-04-2023 12:00,1,def
09-04-2023 15:00,1.333,def
09-04-2023 18:00,1.333,def
09-04-2023 21:00,2,def
10-04-2023 00:00,2.667,def
10-04-2023 03:00,3.333,def
10-04-2023 06:00,3.333,def
10-04-2023 09:00,3,def
10-04-2023 12:00,2.667,def
10-04-2023 15:00,2.667,def
10-04-2023 18:00,1.333,def
10-04-2023 21:00,1.333,def
11-04-2023 00:00,0.333,def
11-04-2023 03:00,1,def
11-04-2023 06:00,2.333,def
11-04-2023 09:00,0.667,def
11-04-2023 12:00,1,def
11-04-2023 15:00,1.333,def
11-04-2023 18:00,1.667,def
11-04-2023 21:00,0.333,def
12-04-2023 00:00,0,def
12-04-2023 03:00,0,def
12-04-2023 06:00,1,def
12-04-2023 09:00,0.333,def
12-04-2023 12:00,1.333,def
12-04-2023 15:00,1,def
12-04-2023 18:00,0.333,def
12-04-2023 21:00,1,def
13-04-2023 00:00,2.333,def
13-04-2023 03:00,1.667,def
13-04-2023 06:00,0.333,def
13-04-2023 09:00,0.333,def
13-04-2023 12:00,0.667,def
13-04-2023 15:00,2,def
13-04-2023 18:00,1.667,def
13-04-2023 21:00,2,def
14-04-2023 00:00,1.333,def
14-04-2023 03:00,0,def
14-04-2023 06:00,1.333,def
14-04-2023 09:00,2,def
14-04-2023 12:00,2.333,def
14-04-2023 15:00,2,def
14-04-2023 18:00,0.667,def
14-04-2023 21:00,2,def
15-04-2023 00:00,2.333,def
15-04-2023 03:00,1.333,def
15-04-2023 06:00,2.333,def
15-04-2023 09:00,1.667,def
15-04-2023 12:00,2,def
15-04-2023 15:00,1.667,def
15-04-2023 18:00,1.333,def
15-04-2023 21:00,2,def
16-04-2023 00:00,0.667,def
16-04-2023 03:00,0.667,def
16-04-2023 06:00,1.667,def
16-04-2023 09:00,1,def
16-04-2023 12:00,1,def
16-04-2023 15:00,0.333,def
16-04-2023 18:00,1,def
16-04-2023 21:00,1,def
17-04-2023 00:00,1.333,def
17-04-2023 03:00,1,def
17-04-2023 06:00,1.333,def
17-04-2023 09:00,1.333,def
17-04-2023 12:00,1,def
17-04-2023 15:00,1.667,def
17-04-2023 18:00,0.333,def
17-04-2023 21:00,1.333,def
18-04-2023 00:00,0.333,def
18-04-2023 03:00,1,def
18-04-2023 06:00,0.333,def
18-04-2023 09:00,0.333,def
18-04-2023 12:00,3.667,def
18-04-2023 15:00,4.667,def
18-04-2023 18:00,3.667,def
18-04-2023 21:00,2.667,def
19-04-2023 00:00,2.667,def
19-04-2023 03:00,1,def
19-04-2023 06:00,1,def
19-04-2023 09:00,3.333,def
19-04-2023 12:00,3.667,def
19-04-2023 15:00,2.333,def
19-04-2023 18:00,1,def
19-04-2023 21:00,0.667,def
20-04-2023 00:00,0.333,def
20-04-2023 03:00,0.667,def
20-04-2023 06:00,0.667,def
20-04-2023 09:00,0.667,def
20-04-2023 12:00,1.333,def
20-04-2023 15:00,2.333,def
20-04-2023 18:00,1,def
20-04-2023 21:00,1.667,def
21-04-2023 00:00,2,def
21-04-2023 03:00,1.333,def
21-04-2023 06:00,1,def
21-04-2023 09:00,1.667,def
21-04-2023 12:00,1.667,def
21-04-2023 15:00,2.333,def
21-04-2023 18:00,3.333,def
21-04-2023 21:00,3,def
22-04-2023 00:00,2.333,def
22-04-2023 03:00,2.333,def
22-04-2023 06:00,1.333,def
22-04-2023 09:00,0.333,def
22-04-2023 12:00,0.333,def
22-04-2023 15:00,1.667,def
22-04-2023 18:00,1.333,def
22-04-2023 21:00,2.333,def
23-04-2023 00:00,2.333,def
23-04-2023 03:00,1.667,def
23-04-2023 06:00,1.333,def
23-04-2023 09:00,3.333,def
23-04-2023 12:00,4.667,def
23-04-2023 15:00,5.333,def
23-04-2023 18:00,8.333,def
23-04-2023 21:00,7.333,def
24-04-2023 00:00,6.667,def
24-04-2023 03:00,8,def
24-04-2023 06:00,7,def
24-04-2023 09:00,5.667,def
24-04-2023 12:00,3.667,def
24-04-2023 15:00,3,def
24-04-2023 18:00,2.333,def
24-04-2023 21:00,3,def
25-04-2023 00:00,1.333,def
25-04-2023 03:00,0.333,def
25-04-2023 06:00,0.333,def
25-04-2023 09:00,1,def
25-04-2023 12:00,2.667,def
25-04-2023 15:00,2.667,def
25-04-2023 18:00,3.333,def
25-04-2023 21:00,2.333,def
26-04-2023 00:00,2.667,def
26-04-2023 03:00,3.333,def
26-04-2023 06:00,2,def
26-04-2023 09:00,2.333,def
26-04-2023 12:00,3.333,def
26-04-2023 15:00,3,def
26-04-2023 18:00,3.333,def
26-04-2023 21:00,3,def
27-04-2023 00:00,4.333,def
27-04-2023 03:00,4,def
27-04-2023 06:00,3.333,def
27-04-2023 09:00,3.667,def
27-04-2023 12:00,3.333,def
27-04-2023 15:00,3.667,def
27-04-2023 18:00,2.667,def
27-04-2023 21:00,3,def
28-04-2023 00:00,3.333,def
28-04-2023 03:00,4,def
28-04-2023 06:00,2.667,def
28-04-2023 09:00,2.667,def
28-04-2023 12:00,3.333,def
28-04-2023 15:00,4,def
28-04-2023 18:00,3,def
28-04-2023 21:00,3.333,def
29-04-2023 00:00,3.333,def
29-04-2023 03:00,3.333,def
29-04-2023 06:00,3.333,def
29-04-2023 09:00,4,def
29-04-2023 12:00,4,def
29-04-2023 15:00,3.667,def
29-04-2023 18:00,3.333,def
29-04-2023 21:00,2.333,def
30-04-2023 00:00,3,def
30-04-2023 03:00,3,def
30-04-2023 06:00,3,def
30-04-2023 09:00,1.333,def
30-04-2023 12:00,1.667,def
30-04-2023 15:00,1.667,def
30-04-2023 18:00,0.667,def
30-04-2023 21:00,1.333,def
01-05-2023 00:00,2.667,def
01-05-2023 03:00,1.333,def
01-05-2023 06:00,2,def
01-05-2023 09:00,1.333,def
01-05-2023 12:00,1.333,def
01-05-2023 15:00,2.333,def
01-05-2023 18:00,2.667,def
01-05-2023 21:00,3.333,def
02-05-2023 00:00,3.333,def
02-05-2023 03:00,2.667,def
02-05-2023 06:00,1.667,def
02-05-2023 09:00,2.667,def
02-05-2023 12:00,1,def
02-05-2023 15:00,1,def
02-05-2023 18:00,1.667,def
02-05-2023 21:00,0.667,def
03-05-2023 00:00,0,def
03-05-2023 03:00,0,def
03-05-2023 06:00,0.333,def
03-05-2023 09:00,0.333,def
03-05-2023 12:00,1,def
03-05-2023 15:00,1,def
03-05-2023 18:00,0.667,def
03-05-2023 21:00,2,def
04-05-2023 00:00,1.333,def
04-05-2023 03:00,1.333,def
04-05-2023 06:00,1.667,def
04-05-2023 09:00,0.667,def
04-05-2023 12:00,0.667,def
04-05-2023 15:00,2,def
04-05-2023 18:00,1,def
04-05-2023 21:00,2.333,def
05-05-2023 00:00,1.667,def
05-05-2023 03:00,0.667,def
05-05-2023 06:00,0.667,def
05-05-2023 09:00,0.667,def
05-05-2023 12:00,0.333,def
05-05-2023 15:00,0.333,def
05-05-2023 18:00,0.667,def
05-05-2023 21:00,0.667,def
06-05-2023 00:00,4.333,def
06-05-2023 03:00,6,def
06-05-2023 06:00,3.333,def
06-05-2023 09:00,4.667,def
06-05-2023 12:00,4.333,def
06-05-2023 15:00,2.667,def
06-05-2023 18:00,3,def
06-05-2023 21:00,2,def
07-05-2023 00:00,1,def
07-05-2023 03:00,1.667,def
07-05-2023 06:00,2,def
07-05-2023 09:00,1.333,def
07-05-2023 12:00,2.333,def
07-05-2023 15:00,4,def
07-05-2023 18:00,2,def
07-05-2023 21:00,2.667,def
08-05-2023 00:00,4.333,def
08-05-2023 03:00,1.667,def
08-05-2023 06:00,1.333,def
08-05-2023 09:00,1,def
08-05-2023 12:00,3.667,def
08-05-2023 15:00,3.333,def
08-05-2023 18:00,2.333,def
08-05-2023 21:00,3.667,def
09-05-2023 00:00,3.667,def
09-05-2023 03:00,2.667,def
09-05-2023 06:00,1,def
09-05-2023 09:00,1.333,def
09-05-2023 12:00,2.333,def
09-05-2023 15:00,2,def
09-05-2023 18:00,1.667,def
09-05-2023 21:00,4.333,def
10-05-2023 00:00,3.667,def
10-05-2023 03:00,5.333,def
10-05-2023 06:00,2.667,def
10-05-2023 09:00,4,def
10-05-2023 12:00,4.667,def
10-05-2023 15:00,3.333,def
10-05-2023 18:00,2,def
10-05-2023 21:00,2.667,def
11-05-2023 00:00,2.667,def
11-05-2023 03:00,2.667,def
11-05-2023 06:00,2,def
11-05-2023 09:00,1.667,def
11-05-2023 12:00,1.333,def
11-05-2023 15:00,1.667,def
11-05-2023 18:00,2,def
11-05-2023 21:00,2.333,def
12-05-2023 00:00,2.333,def
12-05-2023 03:00,3,def
12-05-2023 06:00,3,def
12-05-2023 09:00,2.333,def
12-05-2023 12:00,5.333,def
12-05-2023 15:00,3.333,def
12-05-2023 18:00,2.667,def
12-05-2023 21:00,2.333,def
13-05-2023 00:00,2.333,def
13-05-2023 03:00,2,def
13-05-2023 06:00,2,def
13-05-2023 09:00,0.667,def
13-05-2023 12:00,1.333,def
13-05-2023 15:00,2.333,def
13-05-2023 18:00,3.667,def
13-05-2023 21:00,4,def
14-05-2023 00:00,0.667,def
14-05-2023 03:00,1.333,def
14-05-2023 06:00,0.667,def
14-05-2023 09:00,1,def
14-05-2023 12:00,2,def
14-05-2023 15:00,3.333,def
14-05-2023 18:00,3,def
14-05-2023 21:00,2.333,def
15-05-2023 00:00,1,def
15-05-2023 03:00,0.333,def
15-05-2023 06:00,0.333,def
15-05-2023 09:00,0.333,def
15-05-2023 12:00,1,def
15-05-2023 15:00,1.333,def
15-05-2023 18:00,2.667,def
15-05-2023 21:00,1.667,def
16-05-2023 00:00,2.333,def
16-05-2023 03:00,2,def
16-05-2023 06:00,2.667,def
16-05-2023 09:00,1,def
16-05-2023 12:00,1.333,def
16-05-2023 15:00,1.333,def
16-05-2023 18:00,1.667,def
16-05-2023 21:00,1.333,def
17-05-2023 00:00,1,def
17-05-2023 03:00,0.667,def
17-05-2023 06:00,0.333,def
17-05-2023 09:00,0.667,def
17-05-2023 12:00,0.667,def
17-05-2023 15:00,0.667,def
17-05-2023 18:00,0.667,def
17-05-2023 21:00,0.333,def
18-05-2023 00:00,0.667,def
18-05-2023 03:00,0.333,def
18-05-2023 06:00,0.333,def
18-05-2023 09:00,0.333,def
18-05-2023 12:00,0.333,def
18-05-2023 15:00,0,def
18-05-2023 18:00,0.333,def
18-05-2023 21:00,0,def
19-05-2023 00:00,0.333,def
19-05-2023 03:00,0.333,def
19-05-2023 06:00,0.333,def
19-05-2023 09:00,0.667,def
19-05-2023 12:00,1,def
19-05-2023 15:00,1.667,def
19-05-2023 18:00,3,def
19-05-2023 21:00,4,def
20-05-2023 00:00,5.667,def
20-05-2023 03:00,5,def
20-05-2023 06:00,4.667,def
20-05-2023 09:00,4.667,def
20-05-2023 12:00,2.667,def
20-05-2023 15:00,3.333,def
20-05-2023 18:00,3,def
20-05-2023 21:00,3.333,def
21-05-2023 00:00,2.667,def
21-05-2023 03:00,2,def
21-05-2023 06:00,1.333,def
21-05-2023 09:00,1.333,def
21-05-2023 12:00,3,def
21-05-2023 15:00,4,def
21-05-2023 18:00,5.667,def
21-05-2023 21:00,5.667,def
22-05-2023 00:00,4.667,def
22-05-2023 03:00,3.333,def
22-05-2023 06:00,2.667,def
22-05-2023 09:00,2.667,def
22-05-2023 12:00,2.333,def
22-05-2023 15:00,3.333,def
22-05-2023 18:00,4,def
22-05-2023 21:00,4,def
23-05-2023 00:00,2.667,def
23-05-2023 03:00,3,def
23-05-2023 06:00,2.667,def
23-05-2023 09:00,2,def
23-05-2023 12:00,0.667,def
23-05-2023 15:00,1,def
23-05-2023 18:00,3.333,def
23-05-2023 21:00,3.667,def
24-05-2023 00:00,2,def
24-05-2023 03:00,2.333,def
24-05-2023 06:00,1.333,def
24-05-2023 09:00,2,def
24-05-2023 12:00,2.667,def
24-05-2023 15:00,2.333,def
24-05-2023 18:00,3,def
24-05-2023 21:00,2.667,def
25-05-2023 00:00,3,def
25-05-2023 03:00,2.667,def
25-05-2023 06:00,3,def
25-05-2023 09:00,2.667,def
25-05-2023 12:00,2,def
25-05-2023 15:00,1.333,def
25-05-2023 18:00,3,def
25-05-2023 21:00,1.667,def
26-05-2023 00:00,1.667,def
26-05-2023 03:00,1.667,def
26-05-2023 06:00,1.333,def
26-05-2023 09:00,1,def
26-05-2023 12:00,1,def
26-05-2023 15:00,1,def
26-05-2023 18:00,1.333,def
26-05-2023 21:00,1.667,def
27-05-2023 00:00,0.667,def
27-05-2023 03:00,1,def
27-05-2023 06:00,0.667,def
27-05-2023 09:00,0.667,def
27-05-2023 12:00,0.333,def
27-05-2023 15:00,0.333,def
27-05-2023 18:00,1,def
27-05-2023 21:00,2,def
28-05-2023 00:00,2.667,def
28-05-2023 03:00,3,def
28-05-2023 06:00,2,def
28-05-2023 09:00,2,def
28-05-2023 12:00,3,def
28-05-2023 15:00,1.333,def
28-05-2023 18:00,1.667,def
28-05-2023 21:00,1.667,def
29-05-2023 00:00,0.667,def
29-05-2023 03:00,0.333,def
29-05-2023 06:00,0.333,def
29-05-2023 09:00,0.667,def
29-05-2023 12:00,0.667,def
29-05-2023 15:00,1,def
29-05-2023 18:00,1,def
29-05-2023 21:00,1.333,def
30-05-2023 00:00,0.667,def
30-05-2023 03:00,0.333,def
30-05-2023 06:00,0.667,def
30-05-2023 09:00,1,def
30-05-2023 12:00,0.667,def
30-05-2023 15:00,1,def
30-05-2023 18:00,1.333,def
30-05-2023 21:00,2,def
31-05-2023 00:00,2.333,def
31-05-2023 03:00,1.333,def
31-05-2023 06:00,2.333,def
31-05-2023 09:00,1.667,def
31-05-2023 12:00,2.333,def
31-05-2023 15:00,2.667,def
31-05-2023 18:00,2.333,def
31-05-2023 21:00,3,def
01-06-2023 00:00,3.667,def
01-06-2023 03:00,2.333,def
01-06-2023 06:00,3.667,def
01-06-2023 09:00,2,def
01-06-2023 12:00,3,def
01-06-2023 15:00,2.333,def
01-06-2023 18:00,2.333,def
01-06-2023 21:00,2,def
02-06-2023 00:00,2,def
02-06-2023 03:00,1.333,def
02-06-2023 06:00,1.333,def
02-06-2023 09:00,0.667,def
02-06-2023 12:00,0.667,def
02-06-2023 15:00,0.667,def
02-06-2023 18:00,1,def
02-06-2023 21:00,1.667,def
03-06-2023 00:00,1,def
03-06-2023 03:00,0.667,def
03-06-2023 06:00,0.667,def
03-06-2023 09:00,0.667,def
03-06-2023 12:00,0.333,def
03-06-2023 15:00,0.333,def
03-06-2023 18:00,0.667,def
03-06-2023 21:00,1.667,def
04-06-2023 00:00,2,def
04-06-2023 03:00,1,def
04-06-2023 06:00,2,def
04-06-2023 09:00,2.333,def
04-06-2023 12:00,1.333,def
04-06-2023 15:00,1.333,def
04-06-2023 18:00,4,def
04-06-2023 21:00,2,def
05-06-2023 00:00,0.333,def
05-06-2023 03:00,0.667,def
05-06-2023 06:00,1,def
05-06-2023 09:00,1.333,def
05-06-2023 12:00,0.333,def
05-06-2023 15:00,0.667,def
05-06-2023 18:00,1.667,def
05-06-2023 21:00,1.667,def
06-06-2023 00:00,2.667,def
06-06-2023 03:00,2,def
06-06-2023 06:00,1,def
06-06-2023 09:00,1.333,def
06-06-2023 12:00,2,def
06-06-2023 15:00,0.667,def
06-06-2023 18:00,0.667,def
06-06-2023 21:00,0.333,def
07-06-2023 00:00,0.333,def
07-06-2023 03:00,0.667,def
07-06-2023 06:00,0.333,def
07-06-2023 09:00,1,def
07-06-2023 12:00,0.667,def
07-06-2023 15:00,0.333,def
07-06-2023 18:00,0.667,def
07-06-2023 21:00,2,def
08-06-2023 00:00,1.667,def
08-06-2023 03:00,1.333,def
08-06-2023 06:00,1,def
08-06-2023 09:00,1.333,def
08-06-2023 12:00,1.667,def
08-06-2023 15:00,1,def
08-06-2023 18:00,1,def
08-06-2023 21:00,0.333,def
09-06-2023 00:00,1,def
09-06-2023 03:00,0.667,def
09-06-2023 06:00,0,def
09-06-2023 09:00,0.333,def
09-06-2023 12:00,0,def
09-06-2023 15:00,1,def
09-06-2023 18:00,1.667,def
09-06-2023 21:00,1,def
10-06-2023 00:00,0.667,def
10-06-2023 03:00,0.333,def
10-06-2023 06:00,0.333,def
10-06-2023 09:00,1.333,def
10-06-2023 12:00,1.333,def
10-06-2023 15:00,1.333,def
10-06-2023 18:00,1.333,def
10-06-2023 21:00,0.667,def
11-06-2023 00:00,2.333,def
11-06-2023 03:00,3,def
11-06-2023 06:00,2.333,def
11-06-2023 09:00,1.333,def
11-06-2023 12:00,2,def
11-06-2023 15:00,2.667,def
11-06-2023 18:00,1.667,def
11-06-2023 21:00,1.333,def
12-06-2023 00:00,1.333,def
12-06-2023 03:00,1,def
12-06-2023 06:00,1.333,def
12-06-2023 09:00,1.333,def
12-06-2023 12:00,2.333,def
12-06-2023 15:00,2,def
12-06-2023 18:00,1.333,def
12-06-2023 21:00,1.333,def
13-06-2023 00:00,1,def
13-06-2023 03:00,1,def
13-06-2023 06:00,1.333,def
13-06-2023 09:00,1.333,def
13-06-2023 12:00,1.333,def
13-06-2023 15:00,2.333,def
13-06-2023 18:00,0.667,def
13-06-2023 21:00,1.333,def
14-06-2023 00:00,2.667,def
14-06-2023 03:00,0.667,def
14-06-2023 06:00,0.333,def
14-06-2023 09:00,0.667,def
14-06-2023 12:00,0.333,def
14-06-2023 15:00,0.667,def
14-06-2023 18:00,0.333,def
14-06-2023 21:00,0.333,def
15-06-2023 00:00,1.333,def
15-06-2023 03:00,1.333,def
15-06-2023 06:00,1.333,def
15-06-2023 09:00,2,def
15-06-2023 12:00,4.333,def
15-06-2023 15:00,5,def
15-06-2023 18:00,5,def
15-06-2023 21:00,5.333,def
16-06-2023 00:00,4.667,def
16-06-2023 03:00,6,def
16-06-2023 06:00,4,def
16-06-2023 09:00,4.667,def
16-06-2023 12:00,4,def
16-06-2023 15:00,3,def
16-06-2023 18:00,2.667,def
16-06-2023 21:00,3,def
17-06-2023 00:00,2.333,def
17-06-2023 03:00,2,def
17-06-2023 06:00,2,def
17-06-2023 09:00,2,def
17-06-2023 12:00,1.667,def
17-06-2023 15:00,2.333,def
17-06-2023 18:00,2,def
17-06-2023 21:00,1.667,def
18-06-2023 00:00,2.667,def
18-06-2023 03:00,2.333,def
18-06-2023 06:00,1.333,def
18-06-2023 09:00,1.667,def
18-06-2023 12:00,1.667,def
18-06-2023 15:00,2.333,def
18-06-2023 18:00,3,def
18-06-2023 21:00,2,def
19-06-2023 00:00,2.333,def
19-06-2023 03:00,1.667,def
19-06-2023 06:00,1.667,def
19-06-2023 09:00,1.333,def
19-06-2023 12:00,2.333,def
19-06-2023 15:00,3,def
19-06-2023 18:00,3.333,def
19-06-2023 21:00,3.333,def
20-06-2023 00:00,2.667,def
20-06-2023 03:00,2,def
20-06-2023 06:00,1,def
20-06-2023 09:00,1.667,def
20-06-2023 12:00,2,def
20-06-2023 15:00,2.333,def
20-06-2023 18:00,1.667,def
20-06-2023 21:00,2.667,def
21-06-2023 00:00,2,def
21-06-2023 03:00,2,def
21-06-2023 06:00,1,def
21-06-2023 09:00,1,def
21-06-2023 12:00,1,def
21-06-2023 15:00,0.667,def
21-06-2023 18:00,1.333,def
21-06-2023 21:00,2.667,def
22-06-2023 00:00,0.667,def
22-06-2023 03:00,1.333,def
22-06-2023 06:00,2.667,def
22-06-2023 09:00,2.667,def
22-06-2023 12:00,2.667,def
22-06-2023 15:00,2,def
22-06-2023 18:00,2.333,def
22-06-2023 21:00,2.667,def
23-06-2023 00:00,2.333,def
23-06-2023 03:00,2,def
23-06-2023 06:00,1.333,def
23-06-2023 09:00,2.333,def
23-06-2023 12:00,2,def
23-06-2023 15:00,2.667,def
23-06-2023 18:00,2.333,def
23-06-2023 21:00,2,def
24-06-2023 00:00,1.333,def
24-06-2023 03:00,3,def
24-06-2023 06:00,3,def
24-06-2023 09:00,2.333,def
24-06-2023 12:00,2.667,def
24-06-2023 15:00,3,def
24-06-2023 18:00,3.667,def
24-06-2023 21:00,4.333,def
25-06-2023 00:00,5,def
25-06-2023 03:00,2.333,def
25-06-2023 06:00,1.667,def
25-06-2023 09:00,1,def
25-06-2023 12:00,2.333,def
25-06-2023 15:00,3.333,def
25-06-2023 18:00,3.333,def
25-06-2023 21:00,2.667,def
26-06-2023 00:00,2,def
26-06-2023 03:00,2.333,def
26-06-2023 06:00,2.333,def
26-06-2023 09:00,2,def
26-06-2023 12:00,2.667,def
26-06-2023 15:00,3,def
26-06-2023 18:00,2,def
26-06-2023 21:00,3,def
27-06-2023 00:00,2.333,def
27-06-2023 03:00,2,def
27-06-2023 06:00,2.333,def
27-06-2023 09:00,1.667,def
27-06-2023 12:00,2,def
27-06-2023 15:00,2,def
27-06-2023 18:00,1.667,def
27-06-2023 21:00,2,def
28-06-2023 00:00,2,def
28-06-2023 03:00,2.333,def
28-06-2023 06:00,1.333,def
28-06-2023 09:00,2.333,def
28-06-2023 12:00,1.667,def
28-06-2023 15:00,1.333,def
28-06-2023 18:00,2,def
28-06-2023 21:00,2.333,def
29-06-2023 00:00,2.667,def
29-06-2023 03:00,3.333,def
29-06-2023 06:00,3,def
29-06-2023 09:00,3,def
29-06-2023 12:00,1.667,def
29-06-2023 15:00,3.667,def
29-06-2023 18:00,3.667,def
29-06-2023 21:00,3.333,def
30-06-2023 00:00,2.667,def
30-06-2023 03:00,1.333,def
30-06-2023 06:00,1.667,def
30-06-2023 09:00,1.667,def
30-06-2023 12:00,3,def
30-06-2023 15:00,1.667,def
30-06-2023 18:00,0.333,def
30-06-2023 21:00,0,def
01-07-2023 00:00,2,def
01-07-2023 03:00,2,def
01-07-2023 06:00,0.667,def
01-07-2023 09:00,0.667,def
01-07-2023 12:00,0.667,def
01-07-2023 15:00,0.667,def
01-07-2023 18:00,1,def
01-07-2023 21:00,1.333,def
02-07-2023 00:00,0.667,def
02-07-2023 03:00,1.333,def
02-07-2023 06:00,0.667,def
02-07-2023 09:00,1.333,def
02-07-2023 12:00,1.667,def
02-07-2023 15:00,1,def
02-07-2023 18:00,0.333,def
02-07-2023 21:00,1,def
03-07-2023 00:00,1.333,def
03-07-2023 03:00,0.667,def
03-07-2023 06:00,0.667,def
03-07-2023 09:00,1,def
03-07-2023 12:00,1,def
03-07-2023 15:00,1,def
03-07-2023 18:00,0.667,def
03-07-2023 21:00,1.333,def
04-07-2023 00:00,0.667,def
04-07-2023 03:00,1,def
04-07-2023 06:00,0.667,def
04-07-2023 09:00,0.667,def
