Timestamp,Bt-med,Bt-min,Bt-max,Bx-max,By-min,Bz-med,Bz-min,Theta-med,Theta-min,Dens-med,Dens-max,Speed-max,Kp
1692381600.0,6.27,3.06,6.91,5.81,-6.21,0.52,-5.72,4.66,-79.16,6.89,9.55,522.3,2.333
1692403200.0,3.1,1.87,3.68,3.02,-2.72,0.68,-1.3,11.95,-28.38,7.4,9.63,520.8,2.333
1692424800.0,3.17,2.77,3.91,3.42,-3.19,0.65,-2.32,11.51,-52.54,4.77,8.03,485.9,1.0
1692446400.0,6.33,3.99,8.12,4.9,-7.49,3.24,0.16,36.91,1.92,7.91,9.9,507.1,1.333
1692468000.0,7.58,6.24,8.84,5.27,-7.92,0.96,-6.09,7.53,-45.56,3.84,10.88,498.8,3.0
1692489600.0,8.1,3.61,10.15,8.43,-8.39,2.87,-5.22,20.15,-58.18,2.22,8.86,576.1,3.333
1692511200.0,7.31,6.25,9.36,7.82,-6.15,5.04,-2.49,39.99,-22.77,0.55,4.09,606.5,1.333
1692532800.0,7.57,6.7,8.46,7.63,-6.78,3.11,-3.23,24.46,-27.98,0.32,2.34,604.7,1.0
1692554400.0,6.88,5.55,8.64,6.83,-8.08,1.93,-4.85,15.98,-60.4,0.17,4.61,610.5,2.0
1692576000.0,6.73,5.6,7.09,6.43,-6.31,1.18,-2.96,10.38,-32.01,0.56,2.82,604.9,2.0
1692597600.0,5.37,2.55,6.42,5.78,-5.94,0.77,-4.21,8.49,-66.75,0.23,3.07,610.5,2.667
1692619200.0,4.32,3.76,5.02,4.16,-3.98,1.38,-3.21,18.57,-51.96,0.98,2.35,598.7,2.667
1692640800.0,4.33,3.93,4.59,4.2,-3.85,1.23,-2.63,17.32,-40.98,2.0,6.53,553.1,2.0
1692662400.0,3.25,1.61,4.48,3.56,-3.18,-1.36,-3.76,-28.04,-83.17,4.21,10.38,531.4,2.333
1692684000.0,2.98,1.7,4.77,2.96,-2.74,-0.76,-3.0,-15.2,-57.64,5.66,9.37,513.1,2.0
1692705600.0,3.24,2.7,3.52,3.41,-3.03,0.56,-1.11,10.42,-21.68,5.54,7.77,476.3,1.333
1692727200.0,3.63,2.83,4.19,3.32,-3.89,1.91,-1.74,32.0,-30.47,5.8,7.83,492.3,0.667
1692748800.0,3.79,2.6,4.85,3.34,-3.81,1.7,-1.89,28.83,-30.47,5.36,7.63,462.1,1.0
1692770400.0,4.33,3.17,4.79,2.19,-4.33,2.66,-0.86,40.53,-11.35,4.57,7.44,459.7,0.333
1692792000.0,4.8,3.78,5.23,3.54,-4.72,2.21,-0.16,28.19,-2.05,3.48,5.77,448.3,0.333
1692813600.0,5.92,4.47,6.49,4.12,-6.18,2.29,-1.44,23.67,-15.14,3.46,5.65,430.7,0.667
1692835200.0,5.96,5.37,6.77,2.55,-6.49,1.92,-2.83,18.87,-29.89,3.04,5.82,429.7,0.0
1692856800.0,6.01,5.03,7.33,5.81,-5.3,2.59,-1.86,24.29,-20.71,2.63,5.74,434.6,0.667
1692878400.0,7.77,2.44,8.92,6.06,-7.75,-1.34,-7.17,-10.29,-74.64,6.13,12.75,477.2,1.667
1692900000.0,4.68,3.48,5.61,1.53,-0.28,-0.4,-4.89,-5.26,-76.24,8.86,11.28,500.5,3.0
1692921600.0,2.4,0.84,4.99,3.11,-2.68,1.03,-4.15,37.56,-82.05,5.04,7.79,504.8,2.0
1692943200.0,3.08,2.11,4.15,3.04,-3.5,0.36,-2.19,6.48,-43.5,1.96,3.53,557.5,0.333
1692964800.0,3.71,3.06,4.42,2.23,0.57,-1.32,-3.53,-22.79,-71.93,5.84,7.22,490.4,1.0
1692986400.0,5.03,4.46,5.9,1.76,2.18,-0.28,-4.05,-3.29,-60.69,6.05,7.5,492.7,0.667
1693008000.0,7.51,5.83,7.86,0.64,1.09,-1.1,-6.74,-8.63,-69.03,5.52,7.26,490.8,1.333
1693029600.0,6.92,5.44,7.75,-0.18,-5.99,-1.79,-3.2,-14.95,-26.91,3.61,6.31,468.2,2.0
1693051200.0,6.79,5.63,7.53,-0.3,-4.25,-2.22,-5.89,-19.72,-51.75,3.67,6.81,445.1,1.667
1693072800.0,6.82,5.71,8.42,-0.06,-5.57,-0.8,-7.03,-6.87,-86.27,6.11,8.16,417.0,1.333
1693094400.0,5.44,3.32,6.75,0.59,-6.09,-3.41,-6.09,-41.05,-80.6,3.5,6.28,426.2,3.333
1693116000.0,4.06,1.96,5.8,2.19,0.69,-1.83,-3.06,-29.01,-54.38,3.68,5.35,411.1,2.333
1693137600.0,6.1,5.76,6.58,2.1,-1.71,-1.97,-5.1,-19.14,-54.5,0.86,5.44,474.0,1.667
1693159200.0,6.2,5.69,6.55,2.64,3.19,-1.19,-5.05,-11.32,-50.87,1.54,5.26,467.2,2.333
1693180800.0,5.44,4.11,5.77,2.02,1.28,-3.45,-5.45,-41.08,-75.26,2.85,4.42,348.9,1.333
1693202400.0,5.25,4.56,5.63,2.01,1.59,-3.6,-4.72,-44.55,-68.76,5.69,7.39,332.5,1.667
1693224000.0,5.42,3.01,7.07,3.55,-5.77,-2.9,-5.37,-30.19,-63.36,6.32,11.9,340.0,1.333
1693245600.0,7.49,5.55,8.1,3.11,-7.02,4.51,0.3,37.9,3.09,3.1,5.84,346.8,2.0
1693267200.0,7.31,5.98,8.2,4.79,-5.77,5.6,1.61,49.66,14.81,2.96,7.46,368.5,0.0
1693288800.0,6.59,4.25,7.88,5.55,-5.58,-0.94,-6.49,-9.18,-86.49,3.49,5.25,374.5,0.333
1693310400.0,5.87,5.03,6.63,6.14,-5.27,1.16,-4.95,11.5,-57.92,2.51,4.02,391.9,2.0
1693332000.0,5.6,4.91,6.21,5.98,-5.71,0.42,-3.62,4.3,-39.78,1.49,3.15,410.5,1.0
1693353600.0,5.4,4.62,6.03,5.51,-2.51,-0.3,-4.13,-2.99,-49.08,1.47,4.71,412.2,2.0
1693375200.0,5.19,2.37,6.02,4.66,-2.03,-1.74,-4.84,-21.38,-80.32,2.08,6.38,413.0,1.0
1693396800.0,6.46,4.94,7.32,5.89,-6.51,1.07,-5.96,8.73,-75.13,5.11,8.94,331.9,2.0
1693418400.0,6.35,4.91,7.12,5.75,-4.97,4.1,-0.49,39.8,-4.59,4.8,8.86,410.1,1.333
1693440000.0,6.66,4.65,8.29,7.85,-6.04,-2.1,-5.75,-17.22,-60.79,3.3,6.04,326.0,0.667
1693461600.0,8.04,5.7,10.71,5.54,-7.94,6.58,-5.88,47.31,-77.1,5.86,7.97,340.6,1.667
1693483200.0,8.55,5.23,12.39,7.03,-8.48,3.35,-6.15,23.6,-31.39,6.9,12.28,427.7,1.0
1693504800.0,10.85,9.75,12.07,6.96,5.55,1.27,-4.88,6.54,-28.6,4.99,10.69,435.8,2.0
1693526400.0,9.28,7.45,10.58,9.01,1.91,-4.25,-7.7,-28.32,-59.64,3.58,10.15,469.3,2.667
1693548000.0,8.94,6.92,9.96,5.06,-3.01,-4.03,-8.43,-26.69,-74.33,6.62,11.13,445.9,2.333
1693569600.0,8.49,6.8,11.05,0.16,-1.9,0.66,-9.38,4.3,-76.9,6.27,11.95,435.3,3.667
1693591200.0,6.99,4.07,9.6,-1.45,-2.75,1.69,-5.99,14.81,-64.75,2.28,10.71,558.6,2.333
1693612800.0,6.4,5.16,9.08,3.3,-7.03,-3.72,-8.61,-35.38,-79.15,1.09,2.94,558.8,3.333
1693634400.0,7.35,5.37,8.36,4.69,-6.3,-5.77,-8.07,-55.22,-84.8,0.71,3.16,567.0,4.667
1693656000.0,6.14,5.06,7.28,4.75,-2.48,-3.52,-6.99,-33.87,-84.16,2.38,13.62,572.6,4.667
1693677600.0,7.55,5.24,9.4,2.51,-9.32,-3.84,-7.35,-33.17,-77.13,12.95,26.47,565.6,4.667
1693699200.0,6.55,3.89,8.44,0.47,-8.43,1.57,-7.16,14.76,-85.94,23.19,30.66,538.1,5.333
1693720800.0,7.09,2.56,8.16,4.8,-7.8,-1.9,-4.17,-15.3,-45.86,9.01,25.84,498.7,4.667
1693742400.0,5.36,3.02,7.65,2.61,-5.34,-2.25,-3.89,-22.56,-44.55,9.1,12.21,474.5,3.333
1693764000.0,5.98,3.77,6.87,2.63,-5.86,-0.56,-3.57,-5.53,-35.21,8.09,9.83,463.8,1.333
1693785600.0,4.72,3.31,6.11,1.17,-5.82,-0.29,-2.41,-3.54,-29.87,5.57,8.18,462.2,2.667
1693807200.0,4.26,2.97,5.09,0.14,-4.76,0.54,-1.48,7.81,-29.75,6.43,7.63,441.2,1.0
1693828800.0,4.83,4.18,5.55,0.04,-5.3,0.06,-3.53,0.63,-47.81,4.8,7.03,426.7,1.333
1693850400.0,4.46,4.13,4.95,0.72,-4.58,1.83,0.58,24.51,7.65,3.74,6.68,418.8,2.0
1693872000.0,4.99,4.27,5.78,1.85,-5.74,0.68,-1.14,7.1,-14.26,3.39,5.51,433.1,1.0
1693893600.0,5.47,4.42,6.25,-0.19,-5.5,1.37,-4.7,15.9,-59.76,3.05,5.67,404.6,0.667
1693915200.0,6.17,4.21,9.88,5.46,-9.02,0.01,-8.55,0.1,-77.35,7.5,14.13,451.8,1.667
1693936800.0,3.3,0.84,9.8,4.09,-3.89,0.33,-7.99,8.64,-63.4,11.09,17.34,456.3,4.0
1693958400.0,3.74,1.26,4.76,3.55,-3.21,0.66,-4.02,12.74,-67.89,5.46,11.39,448.7,1.667
1693980000.0,4.98,3.6,5.51,2.25,-3.93,-1.31,-5.11,-15.94,-68.85,2.72,6.12,424.5,2.333
1694001600.0,5.03,0.93,6.86,3.77,-6.52,0.98,-5.63,17.77,-77.94,7.54,12.87,450.5,3.333
1694023200.0,5.56,2.29,6.16,3.63,-5.99,1.65,-4.27,17.44,-74.64,4.79,7.2,444.2,0.667
1694044800.0,4.1,1.82,4.59,3.95,-4.06,1.24,-4.1,18.09,-69.76,4.78,6.36,436.6,2.0
1694066400.0,4.47,3.45,4.99,4.55,-4.76,0.43,-3.51,5.5,-51.3,3.08,6.61,398.1,0.667
1694088000.0,4.42,2.65,5.17,3.98,-4.25,-1.57,-3.28,-21.02,-58.83,4.03,11.33,374.0,1.667
1694109600.0,3.66,2.09,4.27,3.0,-2.93,-1.4,-3.5,-23.84,-66.13,2.89,3.98,395.9,1.0
1694131200.0,4.21,3.55,4.64,4.15,-2.97,0.37,-3.57,5.35,-59.53,1.22,2.57,414.6,3.0
1694152800.0,4.39,3.55,4.84,4.19,-3.49,1.05,-2.89,13.95,-46.24,1.06,3.29,399.4,0.0
1694174400.0,6.22,4.54,7.43,4.25,-4.88,3.17,-6.1,35.43,-72.2,4.73,7.64,388.8,1.333
1694196000.0,6.18,5.62,7.36,5.29,-4.88,3.23,-5.26,32.8,-58.92,2.69,5.21,403.5,1.333
1694217600.0,5.79,5.22,6.05,5.86,-5.34,-1.8,-5.41,-18.34,-67.48,1.81,3.48,447.9,3.0
1694239200.0,5.92,5.25,7.18,5.25,-4.49,-3.53,-6.34,-35.84,-86.64,3.35,8.48,420.8,1.333
1694260800.0,5.78,3.95,6.75,6.56,-4.17,-0.98,-5.89,-11.58,-73.67,5.45,9.99,401.8,2.333
1694282400.0,4.6,3.73,5.64,4.65,-3.28,3.21,0.81,44.83,9.66,8.02,11.6,382.9,0.333
1694304000.0,6.05,5.23,6.62,5.53,-5.2,3.52,1.25,36.58,12.94,1.8,4.38,443.5,1.333
1694325600.0,5.55,4.61,5.97,5.2,-4.94,1.71,-0.93,17.93,-11.89,2.06,3.02,433.9,0.0
1694347200.0,5.69,5.09,6.01,5.6,-4.89,0.59,-5.03,5.99,-68.75,2.82,4.24,374.3,0.0
1694368800.0,5.2,3.3,6.79,4.39,-5.86,1.11,-3.26,12.57,-42.09,3.24,4.81,370.2,0.667
1694390400.0,7.63,3.52,8.56,6.24,-7.87,2.31,-5.61,19.42,-51.52,6.92,9.7,398.5,1.333
1694412000.0,6.24,3.87,8.19,6.32,-7.96,2.18,-3.46,22.87,-38.09,5.93,7.45,410.7,1.0
1694433600.0,5.82,4.9,7.14,5.13,-6.86,2.88,-4.33,29.75,-53.72,4.44,6.82,413.7,1.333
1694455200.0,7.28,5.37,8.0,5.87,-7.58,0.66,-3.78,5.6,-31.98,5.65,12.43,421.1,1.333
1694476800.0,6.55,5.55,6.86,5.43,-5.77,1.13,-1.19,10.01,-10.8,7.29,11.27,387.7,1.0
1694498400.0,6.48,4.38,18.55,9.21,-15.5,-0.06,-10.5,-0.31,-35.46,8.66,38.6,409.0,0.667
1694520000.0,15.53,9.08,19.97,9.49,-17.36,-12.2,-19.02,-54.75,-77.25,16.58,71.16,419.0,5.333
1694541600.0,12.77,11.21,14.23,6.04,2.5,-8.19,-11.15,-40.52,-57.26,10.59,18.55,401.1,4.0
1694563200.0,8.83,3.63,12.49,6.22,-3.74,-0.7,-8.69,-5.21,-44.32,9.68,19.77,454.3,5.0
1694584800.0,6.4,3.21,8.88,7.26,-1.68,-0.45,-6.52,-4.73,-68.15,8.56,17.6,440.9,2.0
1694606400.0,5.54,5.27,5.64,0.56,4.03,-3.65,-3.85,-40.46,-43.36,5.8,6.04,428.1,3.0
1694628000.0,6.77,5.2,8.3,0.84,-6.24,-4.01,-5.58,-36.65,-51.17,4.0,6.64,435.5,1.667
1694649600.0,9.35,7.59,10.41,3.53,-2.71,0.7,-7.63,4.0,-51.94,6.29,11.45,457.3,4.333
1694671200.0,4.53,4.42,5.03,3.31,-4.0,3.07,2.72,42.49,34.24,11.04,12.33,508.5,2.667
1694692800.0,9.49,4.63,11.25,9.17,-8.86,4.04,-9.46,35.05,-63.13,10.48,14.44,524.8,1.333
1694714400.0,7.68,3.12,10.46,7.95,-7.48,0.32,-7.71,2.18,-51.95,13.23,27.42,517.7,4.0
1694736000.0,7.82,6.69,8.55,7.34,-8.01,2.99,-2.16,21.83,-18.39,6.92,9.03,494.3,2.0
1694757600.0,6.68,5.25,7.93,5.38,-6.18,5.48,-3.65,52.98,-42.25,7.02,8.52,490.7,0.667
1694779200.0,5.27,4.43,5.83,4.67,-5.66,0.97,-4.67,10.56,-68.41,6.04,8.61,494.0,1.667
1694800800.0,4.91,4.39,5.38,5.16,-4.04,0.73,-1.89,8.47,-23.67,5.16,6.79,467.1,1.0
1694822400.0,5.25,4.49,5.76,4.33,-3.79,3.46,-2.04,42.55,-25.57,3.83,7.35,491.8,1.333
1694844000.0,5.12,4.62,5.43,5.26,-3.29,-0.32,-3.18,-3.6,-41.78,5.81,6.31,431.0,0.667
1694865600.0,4.8,4.35,5.05,4.32,-3.28,-2.62,-4.76,-33.19,-82.22,4.87,6.23,432.3,0.333
1694887200.0,5.07,4.17,6.06,5.0,-4.38,-3.53,-5.16,-48.71,-83.81,4.69,6.12,438.5,3.0
1694908800.0,6.24,3.89,9.64,4.52,-8.53,1.72,-8.43,14.53,-83.9,14.68,17.31,504.9,3.333
1694930400.0,6.87,3.32,9.06,3.47,-7.31,4.95,-5.97,41.61,-75.46,10.8,15.25,482.4,2.667
1694952000.0,5.08,3.73,6.35,3.99,-5.8,2.65,-4.33,29.38,-50.81,8.43,10.39,479.1,2.667
1694973600.0,6.35,3.78,7.39,3.69,-7.38,0.85,-5.98,7.8,-74.27,8.71,9.75,454.7,3.333
1694995200.0,8.9,4.82,10.18,4.11,-9.87,-3.71,-7.07,-24.02,-70.65,8.64,11.88,477.8,4.333
1695016800.0,9.71,8.72,10.05,1.14,-9.85,1.07,-0.61,6.47,-3.58,5.55,6.5,438.0,3.333
1695038400.0,20.32,8.73,22.48,3.79,-22.41,1.96,-17.23,9.04,-63.61,16.03,19.0,591.8,4.333
1695060000.0,15.52,12.86,17.85,-1.03,-15.86,-0.81,-13.38,-3.13,-58.52,8.09,16.91,587.2,5.0
1695081600.0,7.99,6.16,14.68,8.49,-8.49,-5.66,-13.12,-38.8,-79.04,0.56,12.46,610.6,5.667
1695103200.0,8.14,2.53,8.86,7.3,-6.28,-3.29,-6.84,-27.26,-69.76,10.95,13.22,618.8,4.333
1695124800.0,7.23,2.37,8.94,3.42,-4.42,-2.49,-7.09,-21.74,-76.83,12.62,18.6,609.6,5.667
1695146400.0,7.17,5.94,8.09,1.06,2.09,-0.28,-2.19,-2.22,-17.68,11.24,12.75,589.2,3.667
1695168000.0,6.95,4.6,10.58,-2.06,-0.12,0.18,-1.43,1.33,-11.78,11.15,12.52,566.8,3.667
1695189600.0,5.98,2.7,10.84,1.88,-1.36,-0.99,-3.61,-7.78,-39.41,10.35,13.43,546.1,3.667
1695211200.0,3.86,1.92,6.98,2.8,-2.82,0.0,-1.92,-0.02,-32.14,13.54,16.83,516.5,2.333
1695232800.0,2.28,1.05,3.45,2.97,-2.89,-0.36,-1.91,-8.5,-53.08,15.96,19.79,490.8,3.333
1695254400.0,1.52,0.34,4.98,2.23,-0.85,0.43,-0.98,17.88,-28.32,10.82,12.77,460.5,2.667
1695276000.0,4.34,2.37,5.19,2.09,-3.76,0.37,-3.83,4.77,-82.52,6.21,7.43,461.0,2.333
1695297600.0,3.92,2.69,4.64,3.97,-3.79,-2.39,-4.16,-41.4,-86.26,6.49,7.24,450.5,2.0
1695319200.0,3.83,3.2,4.21,1.73,-4.12,-1.8,-3.86,-28.71,-78.31,3.52,4.66,428.5,1.333
1695340800.0,3.76,3.37,4.32,0.57,-3.79,-1.68,-3.54,-25.59,-72.51,3.58,5.13,417.5,2.0
1695362400.0,3.99,3.45,4.58,3.14,-3.64,-3.04,-4.44,-48.75,-87.27,4.72,6.5,419.6,2.333
1695384000.0,4.46,3.38,5.1,3.69,-4.47,-2.5,-4.71,-35.87,-84.59,3.7,5.69,421.0,2.0
1695405600.0,4.78,2.67,5.29,4.91,-2.07,-1.92,-4.66,-22.87,-68.87,4.37,5.59,427.3,1.333
1695427200.0,4.87,4.22,5.47,4.45,-5.09,-2.12,-4.2,-25.24,-65.39,2.14,5.07,427.3,2.667
1695448800.0,5.34,4.12,6.28,2.03,-5.01,-3.82,-5.84,-46.63,-86.17,2.32,3.93,374.9,1.333
1695470400.0,4.71,4.12,5.58,0.04,-4.07,-3.1,-4.74,-41.83,-67.64,2.23,3.46,468.1,2.0
1695492000.0,4.94,4.6,5.48,1.03,-3.32,-2.93,-5.0,-36.7,-78.57,1.88,3.38,466.3,2.0
1695513600.0,4.59,4.36,5.01,1.35,1.02,-3.85,-4.67,-55.92,-72.07,3.16,5.41,467.2,2.333
1695535200.0,5.16,4.29,5.81,1.77,-1.22,-2.87,-5.07,-32.49,-81.66,3.24,7.96,466.6,2.0
1695556800.0,4.9,3.62,7.11,-1.75,-1.26,-0.61,-4.51,-7.24,-41.6,3.57,7.28,464.8,0.667
1695578400.0,15.47,6.28,29.99,14.52,-25.58,-3.84,-22.87,-31.97,-83.72,29.79,52.4,469.0,5.667
1695600000.0,24.05,16.42,26.58,9.2,-23.75,13.75,-17.41,35.79,-74.59,20.08,28.64,498.1,5.667
1695621600.0,32.37,25.95,33.92,0.74,-12.42,19.42,12.65,37.46,25.01,12.89,35.88,498.7,4.0
1695643200.0,21.71,18.06,29.2,-2.33,15.19,7.31,3.05,18.5,8.28,18.84,30.28,464.1,3.333
1695664800.0,17.47,15.24,19.47,-5.74,12.03,3.45,-1.67,12.01,-5.69,8.85,19.25,473.2,2.333
1695686400.0,13.05,11.54,15.69,3.74,5.73,-2.97,-10.8,-12.62,-59.47,5.53,9.02,504.8,3.333
1695708000.0,11.98,6.06,12.35,3.31,-4.89,-10.69,-12.03,-65.97,-85.25,5.55,20.56,486.6,4.667
1695729600.0,2.95,1.38,8.36,2.67,-1.99,-1.43,-4.98,-32.17,-79.33,10.53,12.73,531.1,5.0
1695751200.0,3.24,2.02,4.19,3.19,-3.52,-2.15,-3.24,-42.08,-68.41,9.67,10.81,529.0,3.333
1695772800.0,3.82,1.79,6.65,2.43,-3.24,0.53,-3.64,11.14,-75.61,9.52,14.15,502.1,3.667
1695794400.0,4.24,1.72,5.64,4.31,0.36,0.09,-2.9,1.14,-38.82,9.61,18.88,487.6,3.333
1695816000.0,4.46,2.0,6.44,2.43,-3.13,0.92,-3.49,14.55,-62.06,16.81,25.88,496.9,2.667
1695837600.0,5.01,3.55,5.45,3.81,-3.24,-0.88,-3.71,-9.93,-54.36,6.61,8.5,510.7,2.333
1695859200.0,5.25,4.5,5.69,1.74,-1.24,0.85,-2.87,9.16,-33.12,4.88,7.99,519.8,2.0
1695880800.0,4.54,4.15,5.33,0.75,-2.2,-0.53,-3.07,-6.77,-44.08,5.26,8.05,523.5,0.667
1695902400.0,5.34,4.76,5.9,-1.53,-1.65,-0.74,-4.58,-8.05,-53.05,5.02,7.95,505.2,0.667
1695924000.0,6.45,5.14,7.87,2.81,0.04,-0.33,-4.17,-3.12,-32.22,5.27,8.39,508.9,0.0
1695945600.0,7.86,7.18,8.24,5.73,-0.14,-4.99,-6.74,-39.42,-56.95,4.1,6.54,463.4,2.0
1695967200.0,7.85,7.01,8.45,5.5,-1.66,-6.26,-7.79,-50.92,-76.87,5.54,8.72,513.1,3.667
1695988800.0,7.16,6.67,7.71,-0.55,-4.49,5.35,2.65,47.4,21.56,8.65,10.19,483.1,2.667
1696010400.0,6.66,6.13,7.06,-2.37,-3.49,0.2,-5.32,1.73,-59.79,7.17,9.27,476.2,0.667
1696032000.0,5.77,4.97,6.27,-0.68,-2.52,-1.72,-5.34,-17.86,-77.3,5.5,7.32,467.6,1.667
1696053600.0,5.08,4.6,5.67,-1.32,-0.35,-2.16,-4.56,-25.03,-68.7,4.37,6.31,531.8,2.667
1696075200.0,5.01,4.0,5.63,5.21,-1.84,-3.85,-4.67,-51.2,-81.25,4.88,7.58,459.5,2.0
1696096800.0,5.39,2.36,5.66,2.61,-3.92,-4.82,-5.53,-65.95,-85.52,4.37,6.11,430.4,2.333
1696118400.0,4.61,2.85,5.42,0.37,-3.44,-0.78,-4.95,-9.85,-71.08,3.58,5.75,424.8,3.667
1696140000.0,5.32,4.36,6.07,-0.08,-4.24,-1.5,-5.5,-18.4,-75.99,4.0,6.11,431.0,2.0
1696161600.0,5.31,4.81,5.81,-1.52,-0.81,2.4,-2.25,26.84,-26.45,3.68,6.03,433.6,1.667
1696183200.0,4.65,4.24,5.44,0.42,-0.54,-2.52,-4.71,-30.79,-83.4,4.26,6.2,433.0,1.667
1696204800.0,5.28,3.99,6.04,0.37,-0.95,-2.47,-5.11,-28.63,-82.91,2.33,6.26,484.7,3.0
1696226400.0,6.06,4.34,6.27,2.35,0.31,-0.72,-5.07,-6.9,-67.0,1.73,5.14,448.3,1.0
1696248000.0,4.48,2.74,5.25,2.54,-3.37,1.61,-4.65,22.02,-66.38,2.38,4.78,410.5,1.667
1696269600.0,3.49,2.06,4.16,1.47,-2.95,1.33,-2.43,21.48,-63.38,1.0,2.43,424.8,1.333
1696291200.0,3.45,2.72,4.61,1.18,-1.15,0.72,-3.47,9.96,-82.8,0.78,6.44,478.5,1.0
1696312800.0,7.26,7.07,7.49,-1.65,0.34,-6.24,-6.93,-58.85,-76.31,3.49,4.68,360.6,1.333
1696334400.0,7.41,5.23,7.99,1.89,-4.5,-1.68,-6.2,-13.55,-67.63,4.84,9.92,354.2,2.0
1696356000.0,7.72,6.74,8.6,-3.91,-3.11,-1.55,-3.4,-11.5,-29.79,4.13,6.16,469.3,2.0
1696377600.0,8.46,7.42,9.51,-0.4,-0.17,-1.11,-5.36,-7.74,-40.53,2.27,4.78,437.3,3.0
1696399200.0,8.0,5.81,8.57,-0.2,-0.77,-3.69,-7.06,-28.54,-68.96,3.05,6.98,477.1,2.333
1696420800.0,7.02,6.13,7.89,3.32,2.8,-0.84,-4.97,-6.99,-49.32,2.91,6.55,475.3,1.667
1696442400.0,7.89,5.31,8.92,0.81,-2.67,-1.99,-7.2,-16.32,-69.37,5.97,7.44,430.6,2.0
